abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,generation,height_m,hp,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,341,200,Perfume PokÃ©mon,60,1000000,6,0.2,78,0,Shushupuã‚·ãƒ¥ã‚·ãƒ¥ãƒ—,Spritzee,50,682,63,65,23,fairy,,0.5
"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,462,140,Fragrance PokÃ©mon,72,1000000,6,0.8,101,0,Frefuwanãƒ•ãƒ¬ãƒ•ãƒ¯ãƒ³,Aromatisse,50,683,99,89,29,fairy,,15.5
"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,341,200,Cotton Candy PokÃ©mon,66,1000000,6,0.4,62,0,Peroppafuãƒšãƒ­ãƒƒãƒ‘ãƒ•,Swirlix,50,684,59,57,49,fairy,,3.5
"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,480,140,Meringue PokÃ©mon,86,1000000,6,0.8,82,0,Peroreamãƒšãƒ­ãƒªãƒ¼ãƒ ,Slurpuff,50,685,85,75,72,fairy,,5
"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,5120,70,288,190,Revolving PokÃ©mon,53,1000000,6,0.4,53,0,Maaiikaãƒžãƒ¼ã‚¤ãƒ¼ã‚«,Inkay,50,686,37,46,45,dark,psychic,3.5
"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,482,80,Overturning PokÃ©mon,88,1000000,6,1.5,86,0,Calamaneroã‚«ãƒ©ãƒžãƒãƒ­,Malamar,50,687,68,75,73,dark,psychic,47
"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,52,5120,70,306,120,Two-Handed PokÃ©mon,67,1000000,6,0.5,42,0,Kameteteã‚«ãƒ¡ãƒ†ãƒ†,Binacle,50,688,39,56,50,rock,water,31
"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,5120,70,500,45,Collective PokÃ©mon,115,1000000,6,1.3,72,0,Gamenodesã‚¬ãƒ¡ãƒŽãƒ‡ã‚¹,Barbaracle,50,689,54,86,68,rock,water,96
"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,60,5120,70,320,225,Mock Kelp PokÃ©mon,60,1000000,6,0.5,50,0,Kuzumoã‚¯ã‚ºãƒ¢ãƒ¼,Skrelp,50,690,60,60,30,poison,water,7.3
"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,75,5120,70,494,55,Mock Kelp PokÃ©mon,90,1000000,6,1.8,65,0,Dramidoroãƒ‰ãƒ©ãƒŸãƒ‰ãƒ­,Dragalge,50,691,97,123,44,poison,dragon,81.5
['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,3840,70,330,225,Water Gun PokÃ©mon,62,1250000,6,0.5,50,0,Udeppouã‚¦ãƒ‡ãƒƒãƒã‚¦,Clauncher,50,692,58,63,44,water,,8.3
['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,73,3840,70,500,55,Howitzer PokÃ©mon,88,1250000,6,1.3,71,0,Blosterãƒ–ãƒ­ã‚¹ã‚¿ãƒ¼,Clawitzer,50,693,120,89,59,water,,35.3
"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,38,5120,70,289,190,Generator PokÃ©mon,33,1000000,6,0.5,44,0,Erikiteruã‚¨ãƒªã‚­ãƒ†ãƒ«,Helioptile,50,694,61,43,70,electric,normal,6
"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,5120,70,481,75,Generator PokÃ©mon,52,1000000,6,1,62,0,Elezardã‚¨ãƒ¬ã‚¶ãƒ¼ãƒ‰,Heliolisk,50,695,109,94,109,electric,normal,21
"['Strong Jaw', 'Sturdy']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,89,7680,70,362,45,Royal Heir PokÃ©mon,77,1000000,6,0.8,58,0,Chigorasãƒã‚´ãƒ©ã‚¹,Tyrunt,88.1,696,45,45,48,rock,dragon,26
"['Strong Jaw', 'Rock Head']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,121,7680,70,521,45,Despot PokÃ©mon,119,1000000,6,2.5,82,0,Gachigorasã‚¬ãƒã‚´ãƒ©ã‚¹,Tyrantrum,88.1,697,69,59,71,rock,dragon,270
"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,59,7680,70,362,45,Tundra PokÃ©mon,50,1000000,6,1.3,77,0,Amarusã‚¢ãƒžãƒ«ã‚¹,Amaura,88.1,698,67,63,46,rock,ice,25.2
"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,7680,70,521,45,Tundra PokÃ©mon,72,1000000,6,2.7,123,0,Amarurugaã‚¢ãƒžãƒ«ãƒ«ã‚¬,Aurorus,88.1,699,99,92,58,rock,ice,225
"['Cute Charm', 'Pixilate']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,8960,70,525,45,Intertwining PokÃ©mon,65,1000000,6,1,95,0,Nymphiaãƒ‹ãƒ³ãƒ•ã‚£ã‚¢,Sylveon,88.1,700,110,130,60,fairy,,23.5
"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,500,100,Wrestling PokÃ©mon,75,1000000,6,0.8,78,0,Luchabullãƒ«ãƒãƒ£ãƒ–ãƒ«,Hawlucha,50,701,74,63,118,fighting,flying,21.5
"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,5120,70,431,180,Antenna PokÃ©mon,57,1000000,6,0.2,67,0,Dedenneãƒ‡ãƒ‡ãƒ³ãƒ,Dedenne,50,702,81,67,101,electric,fairy,2.2
"['Clear Body', 'Sturdy']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,6400,70,500,60,Jewel PokÃ©mon,150,1250000,6,0.3,50,0,Melecieãƒ¡ãƒ¬ã‚·ãƒ¼,Carbink,,703,50,150,50,rock,fairy,5.7
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,300,45,Soft Tissue PokÃ©mon,35,1250000,6,0.3,45,0,NumeraãƒŒãƒ¡ãƒ©,Goomy,50,704,55,75,40,dragon,,2.8
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,452,45,Soft Tissue PokÃ©mon,53,1250000,6,0.8,68,0,NumeilãƒŒãƒ¡ã‚¤ãƒ«,Sliggoo,50,705,83,113,60,dragon,,17.5
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,600,45,Dragon PokÃ©mon,70,1250000,6,2,90,0,NumelgonãƒŒãƒ¡ãƒ«ã‚´ãƒ³,Goodra,50,706,110,150,80,dragon,,150.5
"['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,470,75,Key Ring PokÃ©mon,91,800000,6,0.2,57,0,Cleffyã‚¯ãƒ¬ãƒƒãƒ•ã‚£,Klefki,50,707,80,87,75,steel,fairy,3
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,309,120,Stump PokÃ©mon,48,1000000,6,0.4,43,0,Bokureiãƒœã‚¯ãƒ¬ãƒ¼,Phantump,50,708,50,60,38,ghost,grass,7
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,5120,70,474,60,Elder Tree PokÃ©mon,76,1000000,6,1.5,85,0,Ohrotã‚ªãƒ¼ãƒ­ãƒƒãƒˆ,Trevenant,50,709,65,82,56,ghost,grass,71
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,5120,70,335,120,Pumpkin PokÃ©mon,70,1000000,6,0.8,59,0,Bakecchaãƒã‚±ãƒƒãƒãƒ£,Pumpkaboo,50,710,44,55,41,ghost,grass,15
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,5120,70,494,60,Pumpkin PokÃ©mon,122,1000000,6,1.7,85,0,Pumpjinãƒ‘ãƒ³ãƒ—ã‚¸ãƒ³,Gourgeist,50,711,58,75,54,ghost,grass,39
"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,69,5120,70,304,190,Ice Chunk PokÃ©mon,85,1000000,6,1,55,0,Kachikohruã‚«ãƒã‚³ãƒ¼ãƒ«,Bergmite,50,712,32,35,28,ice,,99.5
"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,117,5120,70,514,55,Iceberg PokÃ©mon,184,1000000,6,2,95,0,Crebaseã‚¯ãƒ¬ãƒ™ãƒ¼ã‚¹,Avalugg,50,713,44,46,28,ice,,505
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30,5120,70,245,190,Sound Wave PokÃ©mon,35,1000000,6,0.5,40,0,Onbatã‚ªãƒ³ãƒãƒƒãƒˆ,Noibat,50,714,45,40,55,flying,dragon,8
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,535,45,Sound Wave PokÃ©mon,80,1000000,6,1.5,85,0,Onvernã‚ªãƒ³ãƒãƒ¼ãƒ³,Noivern,50,715,97,80,123,flying,dragon,85
['Fairy Aura'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,131,30720,0,680,45,Life PokÃ©mon,95,1250000,6,3,126,1,Xerneasã‚¼ãƒ«ãƒã‚¢ã‚¹,Xerneas,,716,131,98,99,fairy,,215
['Dark Aura'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,131,30720,0,680,45,Destruction PokÃ©mon,95,1250000,6,5.8,126,1,Yveltalã‚¤ãƒ™ãƒ«ã‚¿ãƒ«,Yveltal,,717,131,98,99,dark,flying,203
"['Aura Break', 'Power Construct']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,30720,0,600,3,Order PokÃ©mon,121,1250000,6,5,108,1,Zygarde (10% Forme)ã‚¸ã‚¬ãƒ«ãƒ‡,Zygarde,,718,81,95,85,dragon,ground,284.6
['Clear Body'],0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,100,6400,70,600,3,Jewel PokÃ©mon,150,1250000,6,0.7,50,1,Diancieãƒ‡ã‚£ã‚¢ãƒ³ã‚·ãƒ¼,Diancie,,719,100,150,50,rock,fairy,8.8
['Magician'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,110,30720,100,600,3,Mischief PokÃ©mon (Confined)Djinn PokÃ©monn (Unbound),60,1250000,6,0.5,80,1,Hoopa (imashimerareshi Hoopa)ãƒ•ãƒ¼ãƒ‘,Hoopa,,720,150,130,70,psychic,ghost,9
['Water Absorb'],0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,110,30720,100,600,3,Steam PokÃ©mon,120,1250000,6,1.7,80,1,Volcanionãƒœãƒ«ã‚±ãƒ‹ã‚ªãƒ³,Volcanion,,721,130,90,70,fire,water,195
"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,3840,70,320,45,Grass Quill PokÃ©mon,55,1059860,7,0.3,68,0,Mokurohãƒ¢ã‚¯ãƒ­ãƒ¼,Rowlet,88.1,722,50,50,42,grass,flying,1.5
"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,75,3840,70,420,45,Blade Quill PokÃ©mon,75,1059860,7,0.7,78,0,Fukuthrowãƒ•ã‚¯ã‚¹ãƒ­ãƒ¼,Dartrix,88.1,723,70,70,52,grass,flying,16
"['Overgrow', 'Long Reach']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,107,3840,70,530,45,Arrow Quill PokÃ©mon,75,1059860,7,1.6,78,0,Junaiperã‚¸ãƒ¥ãƒŠã‚¤ãƒ‘ãƒ¼,Decidueye,88.1,724,100,100,70,grass,ghost,36.6
"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,3840,70,320,45,Fire Cat PokÃ©mon,40,1059860,7,0.4,45,0,Nyabbyãƒ‹ãƒ£ãƒ“ãƒ¼,Litten,88.1,725,60,40,70,fire,,4.3
"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,3840,70,420,45,Fire Cat PokÃ©mon,50,1059860,7,0.7,65,0,Nyaheatãƒ‹ãƒ£ãƒ’ãƒ¼ãƒˆ,Torracat,88.1,726,80,50,90,fire,,25
"['Blaze', 'Intimidate']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,3840,70,530,45,Heel PokÃ©mon,90,1059860,7,1.8,95,0,Gaogaenã‚¬ã‚ªã‚¬ã‚¨ãƒ³,Incineroar,88.1,727,80,90,60,fire,dark,83
"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,3840,70,320,45,Sea Lion PokÃ©mon,54,1059860,7,0.4,50,0,Ashimariã‚¢ã‚·ãƒžãƒª,Popplio,88.1,728,66,56,40,water,,7.5
"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,3840,70,420,45,Pop Star PokÃ©mon,69,1059860,7,0.6,60,0,Osyamariã‚ªã‚·ãƒ£ãƒžãƒª,Brionne,88.1,729,91,81,50,water,,17.5
"['Torrent', 'Liquid Voice']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,3840,70,530,45,Soloist PokÃ©mon,74,1059860,7,1.8,80,0,Ashireneã‚¢ã‚·ãƒ¬ãƒ¼ãƒŒ,Primarina,88.1,730,126,116,60,water,fairy,44
"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,265,255,Woodpecker PokÃ©mon,30,1000000,7,0.3,35,0,Tsutsukeraãƒ„ãƒ„ã‚±ãƒ©,Pikipek,50,731,30,30,65,normal,flying,1.2
"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,355,120,Bugle Beak PokÃ©mon,50,1000000,7,0.6,55,0,Kerarappaã‚±ãƒ©ãƒ©ãƒƒãƒ‘,Trumbeak,50,732,40,50,75,normal,flying,14.8
"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,Cannon PokÃ©mon,75,1000000,7,1.1,80,0,Dodekabashiãƒ‰ãƒ‡ã‚«ãƒã‚·,Toucannon,50,733,75,75,60,normal,flying,26
"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,253,255,Loitering PokÃ©mon,30,1000000,7,0.4,48,0,Youngooseãƒ¤ãƒ³ã‚°ãƒ¼ã‚¹,Yungoos,50,734,30,30,45,normal,,6
"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,418,127,Stakeout PokÃ©mon,60,1000000,7,0.7,88,0,Dekagooseãƒ‡ã‚«ã‚°ãƒ¼ã‚¹,Gumshoos,50,735,55,60,45,normal,,14.2
['Swarm'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,62,3840,70,300,255,Larva PokÃ©mon,45,1000000,7,0.4,47,0,Agojimushiã‚¢ã‚´ã‚¸ãƒ ã‚·,Grubbin,50,736,55,45,46,bug,,4.4
['Battery'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,82,3840,70,400,120,Battery PokÃ©mon,95,1000000,7,0.5,57,0,Dendimushiãƒ‡ãƒ³ãƒ‚ãƒ ã‚·,Charjabug,50,737,55,75,36,bug,electric,10.5
['Levitate'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,3840,70,500,45,Stag Beetle PokÃ©mon,90,1000000,7,1.5,77,0,Kuwagannonã‚¯ãƒ¯ã‚¬ãƒŽãƒ³,Vikavolt,50,738,145,75,43,bug,electric,45
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,5120,70,338,225,Boxing PokÃ©mon,57,1000000,7,0.6,47,0,Makenkaniãƒžã‚±ãƒ³ã‚«ãƒ‹,Crabrawler,50,739,42,47,63,fighting,,7
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,132,5120,70,478,60,Woolly Crab PokÃ©mon,77,1000000,7,1.7,97,0,Kekenkaniã‚±ã‚±ãƒ³ã‚«ãƒ‹,Crabominable,50,740,62,67,43,fighting,ice,180
['Dancer'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,5120,70,476,45,Dancing PokÃ©mon,70,1000000,7,0.6,75,0,Odoridori (pachipachi Style)ã‚ªãƒ‰ãƒªãƒ‰ãƒª,Oricorio,24.6,741,98,70,93,fire,flying,3.4
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,45,5120,70,304,190,Bee Fly PokÃ©mon,40,1000000,7,0.1,40,0,Abulyã‚¢ãƒ–ãƒªãƒ¼,Cutiefly,50,742,55,40,84,bug,fairy,0.2
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,55,5120,70,464,75,Bee Fly PokÃ©mon,60,1000000,7,0.2,60,0,Aburibbonã‚¢ãƒ–ãƒªãƒœãƒ³,Ribombee,50,743,95,70,124,bug,fairy,0.5
"['Keen Eye', 'Vital Spirit', 'Steadfast']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,65,3840,70,280,190,Puppy PokÃ©mon,40,1000000,7,0.5,45,0,Iwankoã‚¤ãƒ¯ãƒ³ã‚³,Rockruff,50,744,30,40,60,rock,,9.2
"['Keen Eye', 'Sand Rush', 'Steadfast']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,115,3840,70,487,90,Wolf PokÃ©mon,65,1000000,7,0.8,75,0,Lugarugan (mahiru No Sugata)ãƒ«ã‚¬ãƒ«ã‚¬ãƒ³,Lycanroc-Midday,50,745,55,65,112,rock,,25
['Schooling'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,20,3840,70,175,60,Small Fry PokÃ©mon,20,800000,7,0.2,45,0,Yowashi (tandoku No Sugata)ãƒ¨ãƒ¯ã‚·,Wishiwashi-Solo,50,746,25,25,40,water,,0.3
"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,53,5120,70,305,190,Brutal Star PokÃ©mon,62,1000000,7,0.4,50,0,Hidoideãƒ’ãƒ‰ã‚¤ãƒ‡,Mareanie,50,747,43,52,45,poison,water,8
"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,63,5120,70,495,75,Brutal Star PokÃ©mon,152,1000000,7,0.7,50,0,Dohidoideãƒ‰ãƒ’ãƒ‰ã‚¤ãƒ‡,Toxapex,50,748,53,142,35,poison,water,14.5
"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,385,190,Donkey PokÃ©mon,70,1000000,7,1,70,0,Dorobankoãƒ‰ãƒ­ãƒãƒ³ã‚³,Mudbray,50,749,45,55,45,ground,,110
"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,125,5120,70,500,60,Draft Horse PokÃ©mon,100,1000000,7,2.5,100,0,Banbadoroãƒãƒ³ãƒãƒ‰ãƒ­,Mudsdale,50,750,55,85,35,ground,,920
"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,40,3840,70,269,200,Water Bubble PokÃ©mon,52,1000000,7,0.3,38,0,Shizukumoã‚·ã‚ºã‚¯ãƒ¢,Dewpider,50,751,40,72,27,water,bug,4
"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,3840,70,454,100,Water Bubble PokÃ©mon,92,1000000,7,1.8,68,0,Onishizukumoã‚ªãƒ‹ã‚·ã‚ºã‚¯ãƒ¢,Araquanid,50,752,50,132,42,water,bug,82
"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,250,190,Sickle Grass PokÃ©mon,35,1000000,7,0.3,40,0,Karikiriã‚«ãƒªã‚­ãƒª,Fomantis,50,753,50,35,35,grass,,1.5
"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,105,5120,70,480,75,Bloom Sickle PokÃ©mon,90,1000000,7,0.9,70,0,Lalantesãƒ©ãƒ©ãƒ³ãƒ†ã‚¹,Lurantis,50,754,80,90,45,grass,,18.5
"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,35,5120,70,285,190,Illuminating PokÃ©mon,55,1000000,7,0.2,40,0,Nemasyuãƒãƒžã‚·ãƒ¥,Morelull,50,755,65,75,15,grass,fairy,1.5
"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,45,5120,70,405,75,Illuminating PokÃ©mon,80,1000000,7,1,60,0,Mashadeãƒžã‚·ã‚§ãƒ¼ãƒ‰,Shiinotic,50,756,90,100,30,grass,fairy,11.5
"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,44,5120,70,320,120,Toxic Lizard PokÃ©mon,40,1000000,7,0.6,48,0,Yatoumoriãƒ¤ãƒˆã‚¦ãƒ¢ãƒª,Salandit,88.1,757,71,40,77,poison,fire,4.8
"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,64,5120,70,480,45,Toxic Lizard PokÃ©mon,60,1000000,7,1.2,68,0,Ennewtã‚¨ãƒ³ãƒ‹ãƒ¥ãƒ¼ãƒˆ,Salazzle,0,758,111,60,117,poison,fire,22.2
"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,75,3840,70,340,140,Flailing PokÃ©mon,50,1000000,7,0.5,70,0,NuikogumaãƒŒã‚¤ã‚³ã‚°ãƒž,Stufful,50,759,45,50,50,normal,fighting,6.8
"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,125,3840,70,500,70,Strong Arm PokÃ©mon,80,1000000,7,2.1,120,0,Kiterugumaã‚­ãƒ†ãƒ«ã‚°ãƒž,Bewear,50,760,55,60,60,normal,fighting,135
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,5120,70,210,235,Fruit PokÃ©mon,38,1059860,7,0.3,42,0,Amakajiã‚¢ãƒžã‚«ã‚¸,Bounsweet,0,761,30,38,32,grass,,3.2
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,5120,70,290,120,Fruit PokÃ©mon,48,1059860,7,0.7,52,0,Amamaikoã‚¢ãƒžãƒžã‚¤ã‚³,Steenee,0,762,40,48,62,grass,,8.2
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,120,5120,70,510,45,Fruit PokÃ©mon,98,1059860,7,1.2,72,0,Amajoã‚¢ãƒžãƒ¼ã‚¸ãƒ§,Tsareena,0,763,50,98,72,grass,,21.4
"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,485,60,Posy Picker PokÃ©mon,90,800000,7,0.1,51,0,Cuwawaã‚­ãƒ¥ãƒ¯ãƒ¯ãƒ¼,Comfey,24.6,764,82,110,100,fairy,,0.3
